loc_num,population,county_city,loc_type,ramp_int
1869,5.0,3612,intersection,5.0
1870,5.0,712,ramp,4.0
1871,3.0,902,intersection,5.0
1872,3.0,902,intersection,6.0
1873,2.0,4906,highway,
1874,5.0,3612,ramp,1.0
1875,4.0,4104,ramp,2.0
1876,4.0,4102,ramp,1.0
1877,5.0,3906,ramp,1.0
1878,9.0,2200,intersection,6.0
1879,5.0,3609,highway,5.0
1880,9.0,1300,highway,5.0
1881,1.0,3102,,
1882,2.0,4907,intersection,6.0
1883,5.0,1977,ramp,4.0
1884,3.0,2001,,
1885,3.0,2001,highway,
1886,3.0,2001,intersection,6.0
1887,3.0,2001,intersection,5.0
1888,9.0,5400,ramp,4.0
1889,4.0,3309,ramp,4.0
1890,7.0,3001,intersection,5.0
1891,5.0,4806,ramp,3.0
1892,3.0,4802,ramp,2.0
1893,9.0,3300,highway,1.0
1894,6.0,3394,ramp,2.0
1895,3.0,3006,ramp,3.0
1896,3.0,3006,ramp,4.0
1897,2.0,5408,highway,
1898,9.0,5000,ramp,3.0
1899,5.0,1906,highway,1.0
1900,6.0,1972,intersection,6.0
1901,5.0,111,ramp,1.0
1902,9.0,4200,intersection,6.0
1903,3.0,1301,,
1904,3.0,4404,highway,
1905,9.0,5500,intersection,6.0
1906,5.0,3003,intersection,6.0
1907,9.0,100,ramp,3.0
1908,4.0,198,ramp,3.0
1909,4.0,4104,ramp,4.0
1910,9.0,4700,ramp,1.0
1911,3.0,4004,ramp,1.0
1912,9.0,2800,ramp,1.0
1913,5.0,4117,intersection,6.0
1914,9.0,2800,ramp,2.0
1915,4.0,3005,,
1916,3.0,1991,intersection,6.0
1917,5.0,3335,ramp,2.0
1918,5.0,1969,ramp,2.0
1919,4.0,1907,,
1920,6.0,3607,intersection,6.0
1921,9.0,1300,intersection,6.0
1922,4.0,3603,ramp,4.0
1923,5.0,3782,ramp,2.0
1924,5.0,1901,ramp,3.0
1925,4.0,4006,highway,5.0
1926,5.0,1948,ramp,2.0
1927,3.0,1968,ramp,1.0
1928,4.0,2710,intersection,6.0
1929,3.0,1702,,
1930,5.0,2406,intersection,6.0
1931,5.0,1928,ramp,1.0
1932,2.0,4005,ramp,1.0
1933,5.0,3709,ramp,3.0
1934,3.0,1702,intersection,5.0
1935,3.0,1702,intersection,6.0
1936,9.0,1600,ramp,4.0
1937,5.0,3024,ramp,4.0
1938,3.0,4980,ramp,4.0
1939,5.0,3014,highway,5.0
1940,5.0,4908,ramp,2.0
1941,4.0,4904,highway,
1942,5.0,1954,highway,
1943,5.0,1954,intersection,6.0
1944,1.0,3201,,
1945,4.0,1962,highway,
1946,3.0,1603,intersection,5.0
1947,4.0,4214,highway,
1948,7.0,3001,highway,2.0
1949,4.0,1936,ramp,2.0
1950,9.0,3600,highway,5.0
1951,4.0,1944,intersection,6.0
1952,7.0,1005,highway,4.0
1953,4.0,3603,highway,2.0
1954,5.0,2109,highway,4.0
1955,6.0,3706,ramp,4.0
1956,5.0,402,highway,
1957,7.0,3019,ramp,3.0
1958,5.0,1969,ramp,4.0
1959,5.0,4311,ramp,3.0
1960,4.0,4801,ramp,1.0
1961,3.0,4205,ramp,1.0
1962,4.0,4104,ramp,3.0
1963,4.0,4109,ramp,1.0
1964,5.0,3401,ramp,1.0
1965,5.0,2802,ramp,1.0
1966,5.0,1919,highway,1.0
1967,5.0,3608,ramp,2.0
1968,7.0,3313,highway,1.0
1969,9.0,4400,ramp,2.0
1970,6.0,3607,highway,6.0
1971,6.0,3394,ramp,1.0
1972,9.0,4500,intersection,5.0
1973,9.0,4700,intersection,5.0
1974,9.0,4700,intersection,6.0
1975,5.0,1990,highway,2.0
1976,6.0,1953,ramp,1.0
1977,5.0,3621,highway,
1978,4.0,4006,intersection,6.0
1979,9.0,5600,ramp,4.0
1980,2.0,4501,highway,
1981,2.0,4101,,
1982,5.0,4308,intersection,6.0
1983,4.0,4102,highway,5.0
1984,4.0,4102,intersection,5.0
1985,4.0,3301,ramp,2.0
1986,2.0,403,intersection,5.0
1987,9.0,700,intersection,6.0
1988,2.0,4101,highway,
1989,2.0,4101,intersection,6.0
1990,2.0,4101,intersection,5.0
1991,5.0,3450,ramp,4.0
1992,9.0,3000,intersection,5.0
1993,5.0,4303,intersection,6.0
1994,5.0,112,highway,2.0
1995,9.0,1300,ramp,3.0
1996,5.0,5701,ramp,1.0
1997,6.0,1912,ramp,3.0
1998,5.0,3447,ramp,1.0
1999,3.0,2404,,
2000,5.0,3902,intersection,6.0
2001,2.0,4003,intersection,5.0
2002,6.0,1920,ramp,4.0
2003,2.0,5402,,
2004,2.0,5402,intersection,5.0
2005,5.0,4204,ramp,4.0
2006,2.0,5402,highway,
2007,9.0,200,intersection,5.0
2008,5.0,3003,ramp,2.0
2009,4.0,3605,ramp,1.0
2010,6.0,3604,ramp,1.0
2011,5.0,3105,ramp,2.0
2012,5.0,710,ramp,2.0
2013,9.0,700,ramp,3.0
2014,5.0,113,ramp,4.0
2015,9.0,1000,ramp,3.0
2016,1.0,4702,,
2017,9.0,4300,ramp,1.0
2018,3.0,1968,intersection,6.0
2019,4.0,1971,intersection,6.0
2020,9.0,900,ramp,2.0
2021,2.0,1008,ramp,1.0
2022,5.0,4117,ramp,3.0
2023,2.0,1306,,
2024,2.0,1306,highway,
2025,2.0,1306,intersection,6.0
2026,6.0,1949,highway,1.0
2027,3.0,1991,ramp,1.0
2028,3.0,792,ramp,1.0
2029,3.0,1301,intersection,6.0
2030,3.0,2705,,
2031,3.0,1951,,
2032,2.0,2102,,
2033,2.0,2102,ramp,4.0
2034,3.0,2104,ramp,4.0
2035,5.0,3713,highway,4.0
2036,2.0,2801,intersection,6.0
2037,5.0,1965,intersection,5.0
2038,4.0,198,ramp,4.0
2039,3.0,1002,highway,
2040,4.0,4302,ramp,3.0
2041,4.0,3018,highway,2.0
2042,6.0,1922,ramp,2.0
2043,5.0,2406,ramp,1.0
2044,4.0,3342,ramp,4.0
2045,9.0,1700,intersection,6.0
2046,3.0,3302,ramp,1.0
2047,3.0,2108,,
2048,4.0,3309,intersection,5.0
2049,4.0,4127,ramp,3.0
2050,4.0,4127,ramp,2.0
2051,2.0,4306,ramp,1.0
2052,3.0,4108,highway,
2053,2.0,5101,intersection,5.0
2054,1.0,5802,,
2055,1.0,5802,intersection,5.0
2056,5.0,701,ramp,4.0
2057,3.0,1991,ramp,4.0
2058,5.0,3335,ramp,3.0
2059,5.0,1902,ramp,4.0
2060,5.0,3611,intersection,6.0
2061,5.0,402,ramp,2.0
2062,9.0,400,ramp,2.0
2063,6.0,3315,highway,1.0
2064,5.0,1902,ramp,3.0
2065,4.0,3002,ramp,3.0
2066,5.0,4303,ramp,3.0
2067,4.0,3720,ramp,1.0
2068,1.0,1973,ramp,1.0
2069,5.0,1952,ramp,1.0
2070,3.0,4110,ramp,1.0
2071,5.0,4806,ramp,1.0
2072,4.0,1602,highway,
2073,3.0,3613,highway,
2074,3.0,3613,intersection,5.0
2075,3.0,3613,,
2076,6.0,1985,ramp,1.0
2077,9.0,1900,highway,2.0
2078,4.0,3618,highway,
2079,4.0,3640,highway,2.0
2080,1.0,4105,highway,
2081,7.0,3711,highway,2.0
2082,2.0,1508,intersection,6.0
2083,6.0,1975,highway,3.0
2084,5.0,3781,ramp,1.0
2085,9.0,1200,ramp,1.0
2086,3.0,1201,ramp,2.0
2087,9.0,3900,ramp,3.0
2088,9.0,3900,highway,1.0
2089,9.0,4000,ramp,2.0
2090,5.0,3050,ramp,1.0
2091,6.0,1955,highway,2.0
2092,5.0,4117,intersection,5.0
2093,5.0,3028,ramp,3.0
2094,9.0,3000,ramp,2.0
2095,5.0,1948,ramp,3.0
2096,6.0,1972,ramp,2.0
2097,4.0,2002,ramp,2.0
2098,5.0,5701,ramp,2.0
2099,5.0,3619,ramp,2.0
2100,5.0,3619,ramp,1.0
2101,5.0,5407,ramp,1.0
2102,1.0,1973,ramp,2.0
2103,9.0,4900,ramp,1.0
2104,3.0,1914,highway,2.0
2105,3.0,1921,ramp,2.0
2106,3.0,102,ramp,4.0
2107,3.0,3402,ramp,1.0
2108,4.0,4304,ramp,1.0
2109,2.0,2304,,
2110,2.0,4907,intersection,5.0
2111,9.0,1600,ramp,3.0
2112,6.0,1955,ramp,3.0
2113,9.0,4000,ramp,1.0
2114,9.0,1100,intersection,5.0
2115,9.0,1100,ramp,2.0
2116,5.0,4312,ramp,1.0
2117,5.0,3040,highway,
2118,4.0,4315,ramp,1.0
2119,4.0,4302,ramp,1.0
2120,4.0,3501,highway,
2121,9.0,3500,ramp,1.0
2122,4.0,5690,intersection,6.0
2123,4.0,1918,,
2124,4.0,3104,ramp,1.0
2125,4.0,3002,highway,1.0
2126,5.0,2109,ramp,1.0
2127,3.0,2104,ramp,1.0
2128,6.0,4106,ramp,3.0
2129,9.0,3500,highway,5.0
2130,2.0,1007,intersection,5.0
2131,2.0,1007,,
2132,4.0,1938,intersection,6.0
2133,5.0,3050,ramp,4.0
2134,5.0,1915,ramp,4.0
2135,5.0,1965,ramp,4.0
2136,4.0,1905,ramp,4.0
2137,1.0,1957,,
2138,4.0,1918,ramp,4.0
2139,6.0,3009,ramp,4.0
2140,5.0,1908,ramp,4.0
2141,4.0,1938,ramp,4.0
2142,6.0,1933,ramp,4.0
2143,5.0,1952,ramp,4.0
2144,3.0,2405,intersection,6.0
2145,6.0,4106,intersection,5.0
2146,4.0,1946,ramp,3.0
2147,4.0,5703,highway,
2148,4.0,1905,ramp,1.0
2149,6.0,1922,highway,1.0
2150,9.0,4500,intersection,6.0
2151,4.0,3301,ramp,4.0
2152,5.0,3608,ramp,1.0
2153,4.0,3603,ramp,1.0
2154,6.0,3008,intersection,6.0
2155,5.0,4203,intersection,6.0
2156,4.0,4304,ramp,4.0
2157,5.0,5601,intersection,5.0
2158,9.0,5200,ramp,2.0
2159,4.0,1960,ramp,4.0
2160,3.0,1903,ramp,4.0
2161,5.0,1935,intersection,5.0
2162,6.0,5609,ramp,3.0
2163,1.0,4105,intersection,5.0
2164,6.0,5002,ramp,2.0
2165,3.0,1510,highway,
2166,2.0,1967,intersection,6.0
2167,9.0,2100,ramp,3.0
2168,4.0,3018,intersection,6.0
2169,2.0,4501,ramp,1.0
2170,4.0,5690,ramp,4.0
2171,6.0,3604,ramp,4.0
2172,4.0,3021,intersection,6.0
2173,2.0,2902,ramp,4.0
2174,2.0,2902,,
2175,3.0,1940,intersection,6.0
2176,5.0,3335,intersection,6.0
2177,7.0,1005,ramp,3.0
2178,3.0,1995,intersection,6.0
2179,2.0,4005,ramp,4.0
2180,9.0,4000,ramp,4.0
2181,3.0,102,intersection,5.0
2182,5.0,4402,ramp,4.0
2183,5.0,4402,intersection,6.0
2184,2.0,1102,,
2185,6.0,3026,highway,1.0
2186,5.0,4908,intersection,5.0
2187,3.0,2908,ramp,4.0
2188,3.0,3402,ramp,4.0
2189,6.0,3706,ramp,3.0
2190,5.0,1959,ramp,4.0
2191,2.0,5603,intersection,5.0
2192,4.0,3310,ramp,1.0
2193,9.0,3200,intersection,5.0
2194,5.0,1965,ramp,1.0
2195,3.0,3302,ramp,2.0
2196,4.0,4109,ramp,4.0
2197,4.0,5703,ramp,4.0
2198,9.0,1400,intersection,6.0
2199,9.0,2600,,
2200,4.0,3501,intersection,6.0
2201,4.0,3501,intersection,5.0
2202,4.0,3618,ramp,4.0
2203,5.0,4402,ramp,1.0
2204,6.0,1922,intersection,5.0
2205,6.0,3315,ramp,3.0
2206,5.0,3602,intersection,5.0
2207,6.0,3026,highway,2.0
2208,3.0,1927,ramp,4.0
2209,2.0,4212,intersection,5.0
2210,2.0,3680,intersection,5.0
2211,9.0,4900,ramp,3.0
2212,4.0,1907,ramp,2.0
2213,5.0,1901,highway,3.0
2214,5.0,1965,highway,1.0
2215,4.0,3312,ramp,2.0
2216,6.0,5609,ramp,2.0
2217,2.0,4580,ramp,1.0
2218,2.0,104,ramp,1.0
2219,3.0,3337,,
2220,3.0,1994,ramp,4.0
2221,6.0,5608,ramp,3.0
2222,9.0,5600,ramp,1.0
2223,4.0,198,,8.0
2224,7.0,1005,ramp,5.0
2225,5.0,3906,ramp,4.0
2226,4.0,5690,ramp,1.0
2227,9.0,400,intersection,6.0
2228,9.0,400,ramp,1.0
2229,1.0,3502,,
2230,2.0,3336,ramp,4.0
2231,5.0,3708,ramp,3.0
2232,3.0,3631,intersection,6.0
2233,2.0,1401,,
2234,5.0,101,highway,7.0
2235,5.0,101,,8.0
2236,4.0,4006,highway,4.0
2237,6.0,1972,ramp,3.0
2238,2.0,1003,intersection,5.0
2239,2.0,1003,highway,
2240,9.0,2100,intersection,6.0
2241,2.0,4003,ramp,4.0
2242,9.0,2800,intersection,6.0
2243,3.0,102,,8.0
2244,3.0,102,highway,7.0
2245,3.0,102,intersection,6.0
2246,2.0,4706,ramp,3.0
2247,2.0,1306,intersection,5.0
2248,1.0,4702,ramp,1.0
2249,5.0,3040,ramp,4.0
2250,6.0,103,,8.0
2251,6.0,103,highway,7.0
2252,6.0,103,ramp,4.0
2253,6.0,103,ramp,2.0
2254,5.0,113,intersection,6.0
2255,2.0,5603,intersection,6.0
2256,2.0,104,,8.0
2257,2.0,104,highway,7.0
2258,2.0,104,intersection,5.0
2259,6.0,1922,highway,2.0
2260,4.0,3029,highway,2.0
2261,5.0,3017,ramp,2.0
2262,4.0,3029,ramp,2.0
2263,2.0,2301,intersection,6.0
2264,5.0,4908,intersection,6.0
2265,4.0,714,ramp,1.0
2266,9.0,4100,ramp,3.0
2267,6.0,105,,8.0
2268,6.0,105,highway,7.0
2269,6.0,105,intersection,6.0
2270,6.0,105,ramp,3.0
2271,9.0,4300,intersection,6.0
2272,6.0,1912,ramp,2.0
2273,4.0,4305,intersection,6.0
2274,3.0,2303,ramp,4.0
2275,3.0,4001,intersection,6.0
2276,5.0,3630,ramp,1.0
2277,6.0,106,,8.0
2278,6.0,106,highway,7.0
2279,9.0,4800,ramp,1.0
2280,9.0,2900,intersection,5.0
2281,2.0,2901,ramp,1.0
2282,6.0,1992,ramp,2.0
2283,6.0,3604,highway,3.0
2284,6.0,1955,highway,1.0
2285,5.0,1926,highway,1.0
2286,9.0,2300,ramp,2.0
2287,5.0,107,,8.0
2288,5.0,107,highway,7.0
2289,5.0,107,ramp,2.0
2290,9.0,5300,intersection,5.0
2291,1.0,5203,highway,
2292,5.0,3017,highway,3.0
2293,4.0,108,,8.0
2294,4.0,108,ramp,1.0
2295,4.0,108,intersection,6.0
2296,4.0,108,intersection,5.0
2297,2.0,5702,intersection,5.0
2298,3.0,2704,ramp,2.0
2299,4.0,1304,ramp,2.0
2300,5.0,708,ramp,3.0
2301,4.0,4904,ramp,2.0
2302,6.0,3009,ramp,3.0
2303,7.0,109,,8.0
2304,7.0,109,highway,7.0
2305,4.0,4307,ramp,2.0
2306,3.0,1995,intersection,5.0
2307,6.0,3008,ramp,3.0
2308,4.0,711,ramp,1.0
2309,3.0,110,,8.0
2310,9.0,5600,highway,3.0
2311,6.0,1933,ramp,3.0
2312,3.0,3615,ramp,4.0
2313,3.0,707,ramp,2.0
2314,5.0,111,,8.0
2315,5.0,112,,8.0
2316,5.0,112,highway,7.0
2317,5.0,3781,ramp,4.0
2318,5.0,1959,intersection,6.0
2319,5.0,113,,8.0
2320,5.0,113,intersection,5.0
2321,5.0,113,highway,7.0
2322,5.0,3612,ramp,3.0
2323,4.0,3325,ramp,1.0
2324,3.0,1994,ramp,3.0
2325,9.0,2600,intersection,5.0
2326,4.0,4111,ramp,2.0
2327,4.0,4120,ramp,4.0
2328,4.0,3903,ramp,2.0
2329,4.0,1938,ramp,1.0
2330,5.0,402,ramp,3.0
2331,3.0,1914,ramp,4.0
2332,9.0,1000,ramp,1.0
2333,6.0,5609,ramp,4.0
2334,4.0,1918,ramp,1.0
2335,7.0,3313,highway,2.0
2336,6.0,3394,ramp,3.0
2337,5.0,1969,ramp,3.0
2338,9.0,5700,ramp,4.0
2339,6.0,3702,ramp,3.0
2340,5.0,3630,intersection,6.0
2341,4.0,4006,ramp,3.0
2342,5.0,1935,intersection,6.0
2343,3.0,4205,ramp,2.0
2344,5.0,3016,ramp,3.0
2345,4.0,3104,ramp,2.0
2346,1.0,1932,ramp,3.0
2347,3.0,1964,ramp,4.0
2348,4.0,1962,ramp,2.0
2349,7.0,3001,intersection,6.0
2350,6.0,4905,ramp,3.0
2351,2.0,4309,highway,
2352,2.0,801,intersection,6.0
2353,2.0,2111,intersection,6.0
2354,4.0,4307,intersection,6.0
2355,4.0,5406,intersection,6.0
2356,2.0,4309,intersection,5.0
2357,3.0,3690,ramp,4.0
2358,6.0,1975,ramp,3.0
2359,5.0,1906,ramp,3.0
2360,4.0,1907,ramp,4.0
2361,4.0,1970,ramp,4.0
2362,5.0,3902,ramp,3.0
2363,9.0,3900,intersection,6.0
2364,5.0,3401,ramp,4.0
2365,5.0,2802,ramp,4.0
2366,3.0,404,ramp,4.0
2367,3.0,2404,highway,
2368,5.0,1915,ramp,2.0
2369,4.0,4310,ramp,4.0
2370,4.0,3309,ramp,3.0
2371,3.0,3305,ramp,3.0
2372,3.0,1964,ramp,3.0
2373,9.0,3500,ramp,2.0
2374,5.0,3024,ramp,1.0
2375,4.0,4115,intersection,6.0
2376,4.0,4115,ramp,4.0
2377,9.0,2900,ramp,4.0
2378,9.0,2100,ramp,4.0
2379,4.0,3049,ramp,2.0
2380,4.0,1962,ramp,1.0
2381,4.0,4104,ramp,1.0
2382,3.0,5202,ramp,1.0
2383,5.0,1948,ramp,4.0
2384,3.0,1702,highway,
2385,5.0,3902,ramp,1.0
2386,4.0,4305,ramp,1.0
2387,9.0,1200,ramp,4.0
2388,4.0,3020,intersection,6.0
2389,4.0,1602,intersection,5.0
2390,3.0,715,ramp,3.0
2391,2.0,303,intersection,6.0
2392,9.0,5700,ramp,3.0
2393,4.0,3640,ramp,1.0
2394,6.0,5607,ramp,3.0
2395,4.0,1946,ramp,1.0
2396,4.0,1960,ramp,3.0
2397,4.0,3903,ramp,4.0
2398,4.0,5690,intersection,5.0
2399,4.0,1506,highway,
2400,1.0,1202,,
2401,2.0,2804,,
2402,9.0,4700,ramp,4.0
2403,6.0,3015,ramp,3.0
2404,3.0,4404,ramp,2.0
2405,3.0,706,intersection,6.0
2406,4.0,709,ramp,3.0
2407,3.0,702,intersection,6.0
2408,4.0,1304,ramp,1.0
2409,5.0,1965,intersection,6.0
2410,2.0,1305,intersection,5.0
2411,2.0,1305,intersection,6.0
2412,5.0,3608,ramp,3.0
2413,4.0,3603,ramp,3.0
2414,3.0,1903,ramp,2.0
2415,2.0,4005,intersection,5.0
2416,2.0,4005,intersection,6.0
2417,2.0,2402,intersection,5.0
2418,5.0,5407,intersection,6.0
2419,3.0,3013,ramp,1.0
2420,6.0,3010,ramp,1.0
2421,4.0,2706,intersection,6.0
2422,4.0,3309,ramp,2.0
2423,3.0,1603,ramp,4.0
2424,3.0,4001,ramp,2.0
2425,3.0,3615,ramp,1.0
2426,6.0,1502,intersection,6.0
2427,3.0,5005,highway,
2428,5.0,112,ramp,3.0
2429,1.0,5203,,
2430,4.0,3018,ramp,1.0
2431,1.0,2709,highway,
2432,3.0,3006,ramp,2.0
2433,6.0,3010,ramp,3.0
2434,6.0,3905,intersection,5.0
2435,5.0,710,ramp,3.0
2436,6.0,3616,ramp,3.0
2437,5.0,1948,ramp,1.0
2438,7.0,3404,intersection,5.0
2439,3.0,4903,ramp,4.0
2440,3.0,4903,ramp,1.0
2441,6.0,3026,intersection,5.0
2442,5.0,1935,ramp,3.0
2443,2.0,1993,ramp,3.0
2444,4.0,1907,ramp,3.0
2445,5.0,3612,ramp,2.0
2446,9.0,5400,ramp,3.0
2447,9.0,800,intersection,6.0
2448,4.0,5703,ramp,2.0
2449,2.0,901,ramp,1.0
2450,4.0,3020,intersection,5.0
2451,1.0,4701,intersection,5.0
2452,4.0,3011,ramp,1.0
2453,9.0,2000,ramp,3.0
2454,5.0,1001,ramp,3.0
2455,1.0,5802,highway,
2456,4.0,1946,ramp,2.0
2457,4.0,1302,,
2458,4.0,1302,intersection,6.0
2459,4.0,1302,intersection,5.0
2460,4.0,1302,highway,
2461,5.0,111,ramp,3.0
2462,3.0,1989,ramp,4.0
2463,1.0,1930,,
2464,4.0,3307,intersection,6.0
2465,4.0,3307,ramp,4.0
2466,2.0,601,intersection,6.0
2467,4.0,5704,intersection,6.0
2468,3.0,3303,intersection,6.0
2469,5.0,4113,ramp,1.0
2470,2.0,3606,ramp,4.0
2471,9.0,4100,intersection,6.0
2472,3.0,4110,intersection,6.0
2473,9.0,3200,intersection,6.0
2474,9.0,600,intersection,5.0
2475,9.0,600,ramp,4.0
2476,5.0,1956,ramp,1.0
2477,9.0,1600,ramp,2.0
2478,4.0,4120,ramp,2.0
2479,5.0,4204,ramp,2.0
2480,5.0,2109,ramp,3.0
2481,4.0,4805,intersection,6.0
2482,1.0,301,highway,
2483,6.0,1950,ramp,1.0
2484,3.0,1510,intersection,6.0
2485,6.0,3010,ramp,4.0
2486,2.0,4206,intersection,6.0
2487,4.0,5001,ramp,1.0
2488,4.0,3780,intersection,5.0
2489,3.0,1914,ramp,3.0
2490,2.0,3920,ramp,2.0
2491,3.0,4401,ramp,2.0
2492,5.0,4402,ramp,2.0
2493,2.0,4804,intersection,6.0
2494,3.0,1991,ramp,3.0
2495,5.0,4502,ramp,3.0
2496,5.0,3335,intersection,5.0
2497,2.0,4906,intersection,6.0
2498,2.0,5003,intersection,5.0
2499,6.0,3905,intersection,6.0
2500,3.0,3904,ramp,1.0
2501,3.0,1903,ramp,1.0
2502,9.0,2400,intersection,6.0
2503,3.0,404,ramp,2.0
2504,2.0,1102,intersection,5.0
2505,4.0,3312,ramp,4.0
2506,5.0,3630,ramp,3.0
2507,4.0,2002,ramp,1.0
2508,2.0,1102,highway,
2509,2.0,5404,highway,
2510,3.0,2712,ramp,2.0
2511,4.0,4127,ramp,1.0
2512,9.0,4000,intersection,6.0
2513,6.0,2708,ramp,2.0
2514,5.0,1908,intersection,6.0
2515,4.0,5406,ramp,1.0
2516,4.0,4111,ramp,3.0
2517,7.0,3801,intersection,
2518,1.0,305,intersection,6.0
2519,5.0,3906,ramp,2.0
2520,4.0,5606,ramp,2.0
2521,3.0,3904,ramp,4.0
2522,3.0,3101,ramp,4.0
2523,5.0,1908,ramp,3.0
2524,5.0,4803,intersection,5.0
2525,2.0,2804,ramp,1.0
2526,2.0,1505,ramp,4.0
2527,1.0,4704,,
2528,4.0,714,ramp,3.0
2529,4.0,4111,intersection,6.0
2530,3.0,5005,intersection,6.0
2531,6.0,1953,intersection,5.0
2532,2.0,4206,intersection,5.0
2533,9.0,1700,ramp,1.0
2534,9.0,5800,ramp,2.0
2535,4.0,3002,ramp,2.0
2536,2.0,1009,intersection,6.0
2537,9.0,2900,ramp,3.0
2538,9.0,2900,ramp,1.0
2539,4.0,4310,ramp,2.0
2540,4.0,1918,ramp,3.0
2541,3.0,3904,ramp,2.0
2542,6.0,3616,ramp,4.0
2543,6.0,3616,intersection,6.0
2544,5.0,3608,intersection,6.0
2545,2.0,4708,,
2546,5.0,4908,ramp,1.0
2547,4.0,3312,ramp,3.0
2548,9.0,4000,ramp,3.0
2549,9.0,5200,ramp,1.0
2550,2.0,4708,highway,
2551,4.0,3049,highway,
2552,4.0,5406,ramp,3.0
2553,1.0,3201,intersection,5.0
2554,3.0,1507,intersection,5.0
2555,9.0,1100,ramp,4.0
2556,3.0,4110,ramp,3.0
2557,4.0,4305,ramp,4.0
2558,4.0,5606,ramp,3.0
2559,1.0,304,highway,
2560,6.0,1912,ramp,4.0
2561,5.0,1926,ramp,2.0
2562,3.0,1961,highway,
2563,5.0,1956,ramp,4.0
2564,4.0,5001,ramp,2.0
2565,9.0,600,intersection,6.0
2566,5.0,112,highway,6.0
2567,3.0,3302,ramp,4.0
2568,3.0,1989,ramp,2.0
2569,4.0,3301,ramp,1.0
2570,9.0,4800,ramp,3.0
2571,2.0,4201,highway,
2572,1.0,304,,
2573,4.0,3309,ramp,1.0
2574,5.0,4308,ramp,3.0
2575,2.0,2601,intersection,6.0
2576,2.0,1967,ramp,1.0
2577,3.0,5006,intersection,6.0
2578,4.0,3325,,
2579,2.0,4003,ramp,1.0
2580,2.0,3103,ramp,4.0
2581,9.0,4600,intersection,5.0
2582,6.0,4106,intersection,6.0
2583,5.0,3630,ramp,2.0
2584,3.0,4108,intersection,5.0
2585,5.0,1952,ramp,3.0
2586,3.0,5801,ramp,4.0
2587,9.0,800,ramp,2.0
2588,3.0,1509,intersection,5.0
2589,6.0,1950,ramp,2.0
2590,3.0,2104,ramp,3.0
2591,2.0,2110,ramp,2.0
2592,3.0,707,ramp,3.0
2593,4.0,4115,ramp,3.0
2594,3.0,5801,intersection,6.0
2595,2.0,4003,ramp,2.0
2596,4.0,5406,ramp,2.0
2597,6.0,1953,ramp,3.0
2598,5.0,3701,ramp,3.0
2599,5.0,3014,ramp,3.0
2600,6.0,1925,ramp,3.0
2601,3.0,4404,ramp,1.0
2602,3.0,2401,ramp,1.0
2603,1.0,3403,ramp,4.0
2604,2.0,3680,intersection,6.0
2605,4.0,4304,intersection,6.0
2606,2.0,4309,,
2607,4.0,1936,ramp,1.0
2608,3.0,1801,intersection,6.0
2609,3.0,1801,intersection,5.0
2610,2.0,3901,intersection,6.0
2611,5.0,3619,intersection,6.0
2612,4.0,1939,ramp,3.0
2613,5.0,3612,intersection,6.0
2614,2.0,1967,ramp,2.0
2615,5.0,4113,ramp,3.0
2616,2.0,5003,intersection,6.0
2617,4.0,1913,ramp,3.0
2618,1.0,1934,ramp,3.0
2619,2.0,602,,
2620,2.0,4706,ramp,1.0
2621,3.0,2704,ramp,4.0
2622,9.0,1800,intersection,6.0
2623,3.0,1201,ramp,4.0
2624,3.0,4903,highway,
2625,3.0,4205,intersection,5.0
2626,1.0,4705,,
2627,4.0,1503,ramp,4.0
2628,4.0,4315,intersection,6.0
2629,2.0,4907,ramp,4.0
2630,4.0,4307,ramp,3.0
2631,3.0,3601,ramp,2.0
2632,5.0,1928,ramp,4.0
2633,9.0,600,ramp,1.0
2634,5.0,3050,ramp,3.0
2635,1.0,1973,ramp,3.0
2636,2.0,1701,,
2637,2.0,1701,ramp,4.0
2638,4.0,3618,ramp,2.0
2639,6.0,1920,intersection,5.0
2640,1.0,4707,,
2641,5.0,3105,intersection,5.0
2642,4.0,1304,intersection,6.0
2643,2.0,2501,,
2644,2.0,3920,intersection,4.0
2645,3.0,1994,ramp,1.0
2646,2.0,5501,intersection,6.0
2647,6.0,1975,intersection,6.0
2648,6.0,1985,ramp,3.0
2649,5.0,1976,ramp,4.0
2650,5.0,3016,ramp,2.0
2651,4.0,3605,ramp,3.0
2652,4.0,4102,ramp,2.0
2653,4.0,3314,intersection,6.0
2654,2.0,2901,intersection,6.0
2655,9.0,5200,intersection,6.0
2656,4.0,5703,intersection,5.0
2657,9.0,2400,ramp,3.0
2658,4.0,3780,highway,
2659,4.0,1938,ramp,2.0
2660,2.0,4118,intersection,5.0
2661,2.0,2804,ramp,4.0
2662,9.0,1200,intersection,6.0
2663,3.0,1201,ramp,1.0
2664,5.0,2802,ramp,2.0
2665,5.0,4312,ramp,3.0
2666,5.0,4803,intersection,6.0
2667,5.0,3906,ramp,3.0
2668,5.0,4402,ramp,3.0
2669,5.0,1976,ramp,3.0
2670,3.0,2705,ramp,4.0
2671,6.0,5604,ramp,3.0
2672,2.0,1401,intersection,6.0
2673,4.0,1602,ramp,1.0
2674,3.0,3613,intersection,6.0
2675,1.0,4703,intersection,5.0
2676,4.0,4805,ramp,2.0
2677,4.0,3310,ramp,2.0
2678,1.0,4702,ramp,2.0
2679,9.0,4700,ramp,2.0
